FECHA_CORTE,ESTADO_DEPTO,ETNIA,SEXO,CICLO_VITAL,DISCAPACIDAD,EVENTOS
2019-01-31,Norte De Santander,Ninguna,Mujer,entre 61 y 100,NO,14180
2019-01-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,SI,6
2019-01-31,Santander,Gitano(a) ROM,Mujer,entre 29 y 60,NO,197
2019-01-31,Santander,Indigena,Hombre,entre 18 y 28,SI,4
2019-01-31,Caqueta,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,1467
2019-01-31,Guainia,Indigena,Hombre,entre 61 y 100,SI,11
2019-01-31,Cundinamarca,Gitano(a) ROM,Hombre,ND,SI,1
2019-01-31,Antioquia,Palenquero,Hombre,entre 29 y 60,SI,1
2019-01-31,Amazonas,Indigena,Mujer,entre 61 y 100,SI,14
2019-01-31,Huila,Ninguna,Hombre,ND,SI,128
2019-01-31,Cesar,Indigena,Mujer,entre 6 y 11,SI,3
2019-01-31,Casanare,Ninguna,Hombre,entre 0 y 5,SI,8
2019-01-31,Boyaca,Gitano(a) ROM,Mujer,entre 18 y 28,NO,57
2019-01-31,Casanare,Gitano(a) ROM,Mujer,entre 29 y 60,NO,62
2019-01-31,Caqueta,Ninguna,Mujer,entre 29 y 60,NO,74963
2019-01-31,Cundinamarca,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,NO,1
2019-01-31,Archip.De San Andres Providencia y Santa Catalina,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,1
2019-01-31,Choco,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,8
2019-01-31,Santander,Ninguna,Mujer,entre 18 y 28,NO,21870
2019-01-31,Cauca,Ninguna,Mujer,entre 61 y 100,SI,2437
2019-01-31,Meta,Ninguna,LGBTI,entre 61 y 100,SI,4
2019-01-31,Tolima,Indigena,LGBTI,entre 29 y 60,NO,2
2019-01-31,Casanare,Ninguna,LGBTI,entre 18 y 28,NO,20
2019-01-31,Huila,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 6 y 11,NO,5
2019-01-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 0 y 5,NO,3
2019-01-31,Boyaca,Indigena,Hombre,entre 12 y 17,NO,15
2019-01-31,Cesar,Indigena,Mujer,ND,SI,7
2019-01-31,Antioquia,Indigena,Mujer,entre 61 y 100,SI,89
2019-01-31,Nariño,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,23
2019-01-31,Putumayo,Gitano(a) ROM,Mujer,entre 12 y 17,NO,122
2019-01-31,Valle del Cauca,Indigena,Mujer,entre 18 y 28,NO,851
2019-01-31,Archip.De San Andres Providencia y Santa Catalina,Ninguna,Hombre,ND,SI,1
2019-01-31,Cesar,Indigena,Mujer,entre 61 y 100,NO,602
2019-01-31,Sucre,Indigena,Mujer,entre 12 y 17,SI,5
2019-01-31,Huila,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,10
2019-01-31,Tolima,Indigena,Hombre,ND,NO,186
2019-01-31,Antioquia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,40
2019-01-31,Antioquia,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,396
2019-01-31,Valle del Cauca,Palenquero,Mujer,entre 12 y 17,NO,101
2019-01-31,Boyaca,Ninguna,Hombre,entre 61 y 100,SI,432
2019-01-31,Cesar,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,4
2019-01-31,Guaviare,Indigena,Hombre,entre 61 y 100,SI,20
2019-01-31,Putumayo,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,322
2019-01-31,La Guajira,Gitano(a) ROM,Mujer,entre 29 y 60,SI,4
2019-01-31,Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,56
2019-01-31,Meta,Ninguna,Mujer,entre 6 y 11,NO,13361
2019-01-31,Guainia,Ninguna,Hombre,entre 0 y 5,NO,329
2019-01-31,Vichada,Ninguna,Hombre,entre 29 y 60,SI,226
2019-01-31,Cauca,Ninguna,LGBTI,entre 18 y 28,SI,6
2019-01-31,Antioquia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,119
2019-01-31,Norte De Santander,Gitano(a) ROM,Hombre,entre 29 y 60,SI,12
2019-01-31,Choco,Indigena,Mujer,entre 0 y 5,NO,2484
2019-01-31,Norte De Santander,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,64
2019-01-31,Amazonas,Ninguna,Hombre,entre 12 y 17,NO,180
2019-01-31,Putumayo,Ninguna,LGBTI,entre 12 y 17,NO,4
2019-01-31,Casanare,Ninguna,Mujer,entre 61 y 100,NO,3580
2019-01-31,Cauca,Ninguna,LGBTI,entre 6 y 11,NO,16
2019-01-31,Magdalena,Indigena,Mujer,ND,NO,414
2019-01-31,Nariño,Ninguna,Mujer,entre 18 y 28,SI,1643
2019-01-31,Huila,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,SI,2
2019-01-31,Antioquia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,105
2019-01-31,Risaralda,Ninguna,LGBTI,entre 12 y 17,NO,2
2019-01-31,Bolivar,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,1330
2019-01-31,Casanare,Indigena,Hombre,entre 6 y 11,NO,1
2019-01-31,Cesar,Gitano(a) ROM,Hombre,entre 29 y 60,SI,26
2019-01-31,Quindio,Gitano(a) ROM,Hombre,ND,NO,1
2019-01-31,Guainia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,5
2019-01-31,Bolivar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,8
2019-01-31,Tolima,Indigena,Mujer,entre 6 y 11,SI,7
2019-01-31,Putumayo,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,SI,71
2019-01-31,Vaupes,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,14
2019-01-31,Cordoba,Indigena,Mujer,entre 12 y 17,SI,14
2019-01-31,Quindio,Indigena,Mujer,entre 12 y 17,NO,15
2019-01-31,Antioquia,Ninguna,Mujer,entre 6 y 11,SI,1008
2019-01-31,Cordoba,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,92
2019-01-31,Cundinamarca,Ninguna,Mujer,entre 61 y 100,NO,8022
2019-01-31,Caldas,Indigena,Hombre,entre 61 y 100,NO,169
2019-01-31,Boyaca,Gitano(a) ROM,Mujer,entre 29 y 60,NO,92
2019-01-31,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,1813
2019-01-31,Bolivar,Indigena,Mujer,entre 12 y 17,SI,5
2019-01-31,Cordoba,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,8311
2019-01-31,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,49
2019-01-31,Quindio,Indigena,Mujer,entre 29 y 60,SI,1
2019-01-31,Guaviare,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,SI,1
2019-01-31,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,60
2019-01-31,Huila,Ninguna,LGBTI,entre 18 y 28,NO,28
2019-01-31,Cordoba,Palenquero,Hombre,entre 61 y 100,NO,1
2019-01-31,Cesar,Ninguna,Mujer,entre 6 y 11,SI,217
2019-01-31,Cordoba,Indigena,Hombre,ND,NO,318
2019-01-31,Valle del Cauca,Negro(a) o Afrocolombiano(a),LGBTI,entre 0 y 5,NO,1
2019-01-31,Arauca,Ninguna,LGBTI,entre 6 y 11,NO,1
2019-01-31,Cordoba,Ninguna,LGBTI,entre 29 y 60,NO,115
2019-01-31,Tolima,Ninguna,Hombre,entre 29 y 60,SI,3948
2019-01-31,Nariño,Negro(a) o Afrocolombiano(a),LGBTI,entre 61 y 100,SI,1
2019-01-31,La Guajira,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,55
2019-01-31,Norte De Santander,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,NO,2
2019-01-31,Bogota D.C.,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,34
2019-01-31,Guainia,Indigena,Hombre,entre 12 y 17,NO,332
2019-01-31,Guainia,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,SI,1
2019-01-31,Amazonas,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,3
2019-01-31,Nariño,Indigena,Hombre,entre 18 y 28,NO,3463
2019-01-31,Atlantico,Gitano(a) ROM,Mujer,entre 18 y 28,SI,1
2019-01-31,Atlantico,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,SI,3
2019-01-31,Meta,Indigena,Hombre,entre 12 y 17,SI,8
2019-01-31,Boyaca,Indigena,Hombre,entre 29 y 60,SI,5
2019-01-31,Cordoba,Palenquero,Hombre,entre 12 y 17,NO,1
2019-01-31,Choco,Indigena,Hombre,ND,NO,1718
2019-01-31,Choco,Gitano(a) ROM,Hombre,entre 61 y 100,NO,37
2019-01-31,Antioquia,Ninguna,Mujer,entre 0 y 5,NO,34650
2019-01-31,Arauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,SI,5
2019-01-31,Cesar,Ninguna,Mujer,entre 12 y 17,SI,378
2019-01-31,Amazonas,Ninguna,Hombre,entre 18 y 28,SI,10
2019-01-31,Santander,Gitano(a) ROM,Mujer,entre 61 y 100,SI,7
2019-01-31,Casanare,Ninguna,Mujer,entre 61 y 100,SI,597
2019-01-31,Vichada,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,2
2019-01-31,Antioquia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,17
2019-01-31,Santander,Gitano(a) ROM,Mujer,entre 18 y 28,NO,101
2019-01-31,Santander,Ninguna,Hombre,entre 12 y 17,NO,11190
2019-01-31,Cesar,Palenquero,Hombre,entre 18 y 28,NO,3
2019-01-31,Bolivar,Ninguna,Mujer,entre 29 y 60,NO,121310
2019-01-31,Guainia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 6 y 11,NO,4
2019-01-31,Casanare,Indigena,Hombre,entre 29 y 60,SI,8
2019-01-31,Vaupes,Indigena,Hombre,entre 29 y 60,SI,33
2019-01-31,Cauca,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,SI,115
2019-01-31,Caldas,Gitano(a) ROM,Hombre,entre 18 y 28,NO,63
2019-01-31,Atlantico,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,NO,1
2019-01-31,Norte De Santander,Palenquero,Mujer,entre 29 y 60,NO,10
2019-01-31,Cordoba,Indigena,Mujer,entre 18 y 28,SI,7
2019-01-31,Boyaca,Indigena,Hombre,ND,NO,25
2019-01-31,Quindio,Gitano(a) ROM,Mujer,entre 29 y 60,NO,35
2019-01-31,Risaralda,Negro(a) o Afrocolombiano(a),Mujer,ND,NO,132
2019-01-31,Putumayo,Gitano(a) ROM,Mujer,entre 61 y 100,SI,9
2019-01-31,Norte De Santander,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,101
2019-01-31,Antioquia,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,113
2019-01-31,Choco,Ninguna,Mujer,entre 18 y 28,SI,440
2019-01-31,Valle del Cauca,Indigena,Hombre,entre 18 y 28,NO,822
2019-01-31,Nariño,Indigena,Mujer,entre 29 y 60,NO,5815
2019-01-31,Huila,Ninguna,Hombre,entre 6 y 11,SI,205
2019-01-31,Sucre,Ninguna,Hombre,entre 29 y 60,NO,47088
2019-01-31,Tolima,Indigena,LGBTI,entre 18 y 28,NO,2
2019-01-31,Cesar,Gitano(a) ROM,Hombre,entre 29 y 60,NO,562
2019-01-31,Caldas,Gitano(a) ROM,Mujer,entre 12 y 17,NO,29
2019-01-31,Guaviare,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,NO,122
2019-01-31,Arauca,Indigena,Hombre,entre 18 y 28,SI,8
2019-01-31,Huila,Indigena,Mujer,entre 29 y 60,SI,22
2019-01-31,Casanare,Palenquero,Hombre,ND,NO,2
2019-01-31,Huila,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,411
2019-01-31,Bolivar,Gitano(a) ROM,Mujer,entre 0 y 5,NO,1
2019-01-31,Caldas,Gitano(a) ROM,Hombre,ND,SI,1
2019-01-31,Caqueta,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,477
2019-01-31,Cesar,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,SI,7
2019-01-31,Sucre,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,2419
2019-01-31,Cundinamarca,Ninguna,Hombre,ND,NO,8101
2019-01-31,Tolima,Ninguna,Hombre,entre 18 y 28,NO,39117
2019-01-31,Cauca,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,3
2019-01-31,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,11
2019-01-31,Meta,Ninguna,Hombre,ND,NO,10146
2019-01-31,Huila,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,43
2019-01-31,Quindio,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,10
2019-01-31,La Guajira,Indigena,Hombre,entre 61 y 100,SI,83
2019-01-31,La Guajira,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,2
2019-01-31,Vichada,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,2
2019-01-31,Guaviare,Ninguna,Mujer,entre 12 y 17,SI,105
2019-01-31,Bogota D.C.,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,77
2019-01-31,Santander,Ninguna,Hombre,entre 18 y 28,SI,646
2019-01-31,Cordoba,Gitano(a) ROM,Mujer,ND,SI,1
2019-01-31,Boyaca,Gitano(a) ROM,Mujer,entre 6 y 11,NO,5
2019-01-31,Risaralda,Gitano(a) ROM,Hombre,ND,NO,10
2019-01-31,Guaviare,Gitano(a) ROM,Hombre,entre 0 y 5,NO,1
2019-01-31,Sucre,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,1
2019-01-31,Antioquia,Palenquero,Mujer,entre 29 y 60,SI,3
2019-01-31,Putumayo,Gitano(a) ROM,Hombre,entre 12 y 17,NO,165
2019-01-31,Magdalena,Gitano(a) ROM,Mujer,entre 12 y 17,SI,4
2019-01-31,Meta,Ninguna,LGBTI,entre 18 y 28,NO,41
2019-01-31,Magdalena,Ninguna,Hombre,entre 12 y 17,SI,438
2019-01-31,Meta,Indigena,Hombre,entre 61 y 100,NO,105
2019-01-31,Putumayo,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,5
2019-01-31,Boyaca,Gitano(a) ROM,Mujer,entre 18 y 28,SI,1
2019-01-31,Magdalena,Ninguna,Mujer,entre 29 y 60,SI,4400
2019-01-31,Putumayo,Indigena,Mujer,entre 12 y 17,SI,27
2019-01-31,Nariño,Ninguna,Mujer,entre 0 y 5,NO,10662
2019-01-31,Arauca,Indigena,Mujer,ND,NO,313
2019-01-31,Guaviare,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,NO,5
2019-01-31,Putumayo,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,19
2019-01-31,Meta,Ninguna,LGBTI,entre 0 y 5,NO,1
2019-01-31,Cauca,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,SI,75
2019-01-31,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,10
2019-01-31,Cauca,Negro(a) o Afrocolombiano(a),Mujer,ND,SI,70
2019-01-31,Cesar,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 6 y 11,NO,5
2019-01-31,Valle del Cauca,Gitano(a) ROM,Hombre,entre 61 y 100,NO,31
2019-01-31,Caldas,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,NO,7
2019-01-31,Quindio,Ninguna,Hombre,entre 6 y 11,NO,975
2019-01-31,Nariño,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,28363
2019-01-31,Nariño,Gitano(a) ROM,Mujer,entre 29 y 60,SI,2
2019-01-31,Cundinamarca,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,177
2019-01-31,Antioquia,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,SI,163
2019-01-31,Valle del Cauca,Ninguna,Mujer,entre 18 y 28,NO,41528
2019-01-31,Putumayo,Ninguna,Hombre,entre 6 y 11,SI,184
2019-01-31,Bogota D.C.,Ninguna,Hombre,entre 0 y 5,SI,1
2019-01-31,Casanare,Ninguna,Hombre,entre 18 y 28,SI,272
2019-01-31,Casanare,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,25
2019-01-31,Huila,Gitano(a) ROM,Hombre,entre 18 y 28,SI,7
2019-01-31,Meta,Indigena,Mujer,entre 61 y 100,NO,119
2019-01-31,Atlantico,Indigena,Hombre,entre 12 y 17,NO,13
2019-01-31,Atlantico,Gitano(a) ROM,Hombre,entre 12 y 17,NO,13
2019-01-31,Cordoba,Gitano(a) ROM,Mujer,entre 29 y 60,SI,8
2019-01-31,Nariño,Ninguna,LGBTI,entre 18 y 28,SI,4
2019-01-31,Guaviare,Indigena,Hombre,entre 6 y 11,NO,180
2019-01-31,Santander,Indigena,Mujer,entre 61 y 100,SI,8
2019-01-31,Cesar,Ninguna,LGBTI,entre 61 y 100,SI,5
2019-01-31,Cordoba,Gitano(a) ROM,Hombre,entre 29 y 60,SI,8
2019-01-31,Caqueta,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,SI,2
2019-01-31,Sucre,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,NO,21
2019-01-31,Cauca,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,912
2019-01-31,Valle del Cauca,Indigena,Hombre,entre 6 y 11,NO,366
2019-01-31,Vichada,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,2
2019-01-31,Magdalena,Ninguna,Mujer,entre 12 y 17,NO,30583
2019-01-31,Bolivar,Indigena,Mujer,entre 29 y 60,SI,42
2019-01-31,Caqueta,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,7
2019-01-31,Choco,Indigena,LGBTI,entre 61 y 100,NO,2
2019-01-31,Sucre,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,130
2019-01-31,Nariño,Ninguna,LGBTI,entre 61 y 100,NO,21
2019-01-31,Caldas,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,136
2019-01-31,Meta,Gitano(a) ROM,Mujer,entre 61 y 100,SI,8
2019-01-31,Magdalena,Ninguna,Mujer,entre 18 y 28,SI,898
2019-01-31,Cundinamarca,Ninguna,Mujer,entre 0 y 5,SI,16
2019-01-31,Cesar,Palenquero,Hombre,entre 61 y 100,NO,2
2019-01-31,Cauca,Gitano(a) ROM,Hombre,entre 29 y 60,NO,177
2019-01-31,Cesar,Ninguna,Mujer,entre 0 y 5,SI,25
2019-01-31,Casanare,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,35
2019-01-31,Putumayo,Gitano(a) ROM,Mujer,ND,SI,1
2019-01-31,Quindio,Ninguna,Mujer,entre 29 y 60,SI,305
2019-01-31,Caqueta,Gitano(a) ROM,Mujer,entre 12 y 17,NO,189
2019-01-31,Vaupes,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,SI,2
2019-01-31,Tolima,Gitano(a) ROM,Hombre,ND,NO,67
2019-01-31,Cesar,Gitano(a) ROM,Mujer,entre 18 y 28,SI,9
2019-01-31,Caqueta,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,10
2019-01-31,Santander,Negro(a) o Afrocolombiano(a),Mujer,entre 61 y 100,NO,225
2019-01-31,Quindio,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,38
2019-01-31,Bolivar,Gitano(a) ROM,Hombre,entre 0 y 5,NO,1
2019-01-31,Caqueta,Indigena,Hombre,entre 29 y 60,NO,1042
2019-01-31,Tolima,Indigena,Hombre,entre 0 y 5,NO,46
2019-01-31,Bogota D.C.,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,SI,7
2019-01-31,Vaupes,Ninguna,Mujer,entre 29 y 60,SI,133
2019-01-31,Santander,Palenquero,Mujer,entre 61 y 100,NO,3
2019-01-31,Putumayo,Ninguna,Mujer,entre 0 y 5,SI,22
2019-01-31,Huila,Ninguna,Mujer,entre 12 y 17,SI,249
2019-01-31,Cauca,Gitano(a) ROM,Mujer,entre 6 y 11,NO,20
2019-01-31,Vaupes,Ninguna,Hombre,entre 29 y 60,NO,1967
2019-01-31,Meta,Indigena,Mujer,entre 0 y 5,NO,20
2019-01-31,Tolima,Palenquero,Hombre,entre 61 y 100,NO,1
2019-01-31,Caldas,Indigena,LGBTI,entre 29 y 60,SI,1
2019-01-31,Putumayo,Gitano(a) ROM,Hombre,entre 29 y 60,SI,15
2019-01-31,Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,64
2019-01-31,Tolima,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,90
2019-01-31,Norte De Santander,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,672
2019-01-31,Casanare,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,NO,2
2019-01-31,Cordoba,Ninguna,Hombre,entre 29 y 60,NO,60525
2019-01-31,Choco,Palenquero,Mujer,entre 18 y 28,NO,5
2019-01-31,Sucre,Indigena,Hombre,entre 6 y 11,SI,1
2019-01-31,Choco,Indigena,Mujer,entre 61 y 100,SI,37
2019-01-31,Cauca,Gitano(a) ROM,Hombre,ND,NO,16
2019-01-31,Norte De Santander,Ninguna,LGBTI,entre 6 y 11,NO,10
2019-01-31,Meta,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,54
2019-01-31,Bolivar,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,155
2019-01-31,Sucre,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,1622
2019-01-31,Nariño,Indigena,Mujer,entre 29 y 60,SI,367
2019-01-31,Cesar,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,NO,586
2019-01-31,Boyaca,Indigena,Mujer,entre 18 y 28,SI,1
2019-01-31,Choco,Ninguna,Hombre,entre 0 y 5,NO,8732
2019-01-31,La Guajira,Ninguna,Mujer,entre 0 y 5,SI,12
2019-01-31,Meta,Gitano(a) ROM,Mujer,entre 12 y 17,NO,88
2019-01-31,Valle del Cauca,Ninguna,Mujer,ND,NO,15895
2019-01-31,Valle del Cauca,Gitano(a) ROM,Mujer,entre 12 y 17,NO,47
2019-01-31,Cesar,Gitano(a) ROM,Mujer,entre 29 y 60,NO,639
2019-01-31,Amazonas,Ninguna,Hombre,ND,NO,58
2019-01-31,Tolima,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,47
2019-01-31,Atlantico,Gitano(a) ROM,Mujer,ND,SI,1
2019-01-31,Sucre,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,SI,36
2019-01-31,Meta,Negro(a) o Afrocolombiano(a),Mujer,ND,SI,11
2019-01-31,Santander,Negro(a) o Afrocolombiano(a),Mujer,ND,SI,10
2019-01-31,Amazonas,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,19
2019-01-31,Cundinamarca,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,7
2019-01-31,Antioquia,Negro(a) o Afrocolombiano(a),LGBTI,entre 0 y 5,NO,3
2019-01-31,Bogota D.C.,Ninguna,Mujer,entre 6 y 11,NO,793
2019-01-31,Caldas,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,SI,1
2019-01-31,Meta,Palenquero,Hombre,entre 12 y 17,NO,1
2019-01-31,Norte De Santander,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,453
2019-01-31,Caqueta,Ninguna,Mujer,ND,NO,8710
2019-01-31,Caqueta,Gitano(a) ROM,Mujer,ND,NO,30
2019-01-31,Amazonas,Gitano(a) ROM,Mujer,entre 18 y 28,NO,1
2019-01-31,Meta,Ninguna,LGBTI,entre 12 y 17,SI,1
2019-01-31,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,4
2019-01-31,Guaviare,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,9
2019-01-31,Bogota D.C.,Gitano(a) ROM,Mujer,entre 12 y 17,NO,7
2019-01-31,Cordoba,Gitano(a) ROM,Hombre,entre 0 y 5,NO,1
2019-01-31,Meta,Indigena,Hombre,entre 6 y 11,NO,127
2019-01-31,Huila,Raizal del Archipielago de San Andres y Providencia,Hombre,ND,SI,1
2019-01-31,Bogota D.C.,Indigena,Mujer,entre 6 y 11,NO,12
2019-01-31,Casanare,Ninguna,Hombre,entre 12 y 17,NO,4045
2019-01-31,Bolivar,Palenquero,Hombre,entre 6 y 11,NO,43
2019-01-31,Sucre,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,5
2019-01-31,Vaupes,Ninguna,Mujer,entre 6 y 11,NO,712
2019-01-31,Bolivar,Gitano(a) ROM,Mujer,entre 6 y 11,SI,1
2019-01-31,Atlantico,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,1
2019-01-31,Putumayo,Gitano(a) ROM,Mujer,entre 18 y 28,NO,211
2019-01-31,Tolima,Ninguna,Hombre,entre 12 y 17,SI,555
2019-01-31,Cesar,Indigena,Mujer,entre 6 y 11,NO,256
2019-01-31,Risaralda,Ninguna,Hombre,entre 0 y 5,SI,7
2019-01-31,Tolima,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,NO,7
2019-01-31,Meta,Gitano(a) ROM,Mujer,entre 29 y 60,SI,11
2019-01-31,Santander,Gitano(a) ROM,Mujer,entre 61 y 100,NO,34
2019-01-31,Risaralda,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,621
2019-01-31,Nariño,Indigena,Hombre,entre 29 y 60,SI,348
2019-01-31,Putumayo,Ninguna,Hombre,entre 12 y 17,SI,433
2019-01-31,Amazonas,Indigena,Hombre,entre 6 y 11,NO,46
2019-01-31,Cauca,Indigena,Mujer,entre 0 y 5,NO,1059
2019-01-31,Putumayo,Indigena,Mujer,ND,SI,16
2019-01-31,Putumayo,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,SI,12
2019-01-31,Meta,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,720
2019-01-31,Antioquia,Indigena,Mujer,entre 18 y 28,SI,53
2019-01-31,Nariño,Ninguna,Hombre,entre 29 y 60,NO,59492
2019-01-31,Cesar,Negro(a) o Afrocolombiano(a),Hombre,ND,SI,4
2019-01-31,Amazonas,Indigena,Hombre,ND,NO,36
2019-01-31,Guaviare,Indigena,Mujer,entre 18 y 28,SI,11
2019-01-31,Putumayo,Ninguna,Mujer,entre 18 y 28,SI,911
2019-01-31,Sucre,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,8
2019-01-31,Guaviare,Gitano(a) ROM,Mujer,entre 18 y 28,SI,2
2019-01-31,Antioquia,Ninguna,No Informa,entre 0 y 5,NO,1
