FECHA_CORTE,COD_ESTADO_DEPTO,ESTADO_DEPTO,ETNIA,SEXO,CICLO_VITAL,DISCAPACIDAD,PER_OCU,PER_DECLA,PER_UBIC,PER_SA,EVENTOS
2019-02-28,23,Cordoba,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,57,13,24,16,71
2019-02-28,73,Tolima,Indigena,Mujer,entre 6 y 11,SI,3,3,,,7
2019-02-28,66,Risaralda,Palenquero,Mujer,entre 6 y 11,NO,,,3,3,
2019-02-28,41,Huila,Ninguna,Hombre,entre 12 y 17,SI,239,309,238,226,293
2019-02-28,5,Antioquia,Ninguna,LGBTI,ND,NO,4,4,,,4
2019-02-28,95,Guaviare,Gitano(a) ROM,Mujer,entre 29 y 60,NO,61,11,12,11,72
2019-02-28,27,Choco,Ninguna,Mujer,entre 18 y 28,SI,364,128,74,69,430
2019-02-28,85,Casanare,Gitano(a) ROM,Mujer,entre 29 y 60,NO,54,14,41,36,66
2019-02-28,23,Cordoba,Ninguna,Mujer,entre 12 y 17,NO,23666,21124,18476,16530,25671
2019-02-28,5,Antioquia,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,84,67,65,63,98
2019-02-28,91,Amazonas,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,,,1,1,
2019-02-28,23,Cordoba,Gitano(a) ROM,Mujer,entre 12 y 17,SI,,,1,1,
2019-02-28,95,Guaviare,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,95,57,44,40,107
2019-02-28,15,Boyaca,Palenquero,Mujer,entre 12 y 17,NO,1,1,1,1,1
2019-02-28,13,Bolivar,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,2919,3242,2472,2321,3238
2019-02-28,27,Choco,Indigena,Hombre,entre 6 y 11,NO,3875,3447,1289,1226,5917
2019-02-28,68,Santander,Indigena,Hombre,entre 6 y 11,SI,,2,2,,
2019-02-28,95,Guaviare,Gitano(a) ROM,Hombre,entre 29 y 60,SI,2,,,,2
2019-02-28,85,Casanare,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,1,1,1,1,2
2019-02-28,17,Caldas,Indigena,Mujer,entre 61 y 100,NO,209,166,88,83,249
2019-02-28,20,Cesar,Palenquero,Mujer,entre 29 y 60,NO,9,10,10,9,20
2019-02-28,68,Santander,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,1,,1,1,1
2019-02-28,81,Arauca,Gitano(a) ROM,Hombre,entre 18 y 28,NO,61,16,19,19,77
2019-02-28,70,Sucre,Palenquero,Mujer,entre 6 y 11,SI,1,,,,1
2019-02-28,23,Cordoba,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,SI,4,3,4,3,5
2019-02-28,50,Meta,Gitano(a) ROM,Mujer,entre 29 y 60,NO,234,98,153,148,296
2019-02-28,99,Vichada,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,NO,1,,,,3
2019-02-28,85,Casanare,Indigena,Mujer,entre 0 y 5,SI,,1,1,1,
2019-02-28,73,Tolima,Gitano(a) ROM,Hombre,entre 29 y 60,SI,41,31,22,22,49
2019-02-28,44,La Guajira,Gitano(a) ROM,Hombre,entre 29 y 60,NO,28,31,29,28,30
2019-02-28,11,Bogota D.C.,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,3,58,6,5,3
2019-02-28,54,Norte De Santander,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,8,3,5,4,9
2019-02-28,41,Huila,Palenquero,Mujer,entre 29 y 60,NO,4,4,4,4,5
2019-02-28,85,Casanare,Indigena,Hombre,entre 12 y 17,SI,1,1,1,1,1
2019-02-28,88,Archip.De San Andres Providencia y Santa Catalina,Indigena,Mujer,entre 18 y 28,NO,,1,,,
2019-02-28,47,Magdalena,Ninguna,Mujer,entre 61 y 100,SI,2405,2320,1795,1578,3259
2019-02-28,91,Amazonas,Ninguna,Mujer,entre 29 y 60,NO,418,417,395,363,530
2019-02-28,19,Cauca,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,4442,3208,2465,2297,5645
2019-02-28,99,Vichada,Ninguna,Hombre,entre 0 y 5,NO,854,206,166,144,886
2019-02-28,95,Guaviare,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,SI,15,13,6,6,18
2019-02-28,76,Valle del Cauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,61,58,42,41,68
2019-02-28,54,Norte De Santander,Indigena,Hombre,entre 0 y 5,NO,16,15,5,2,18
2019-02-28,11,Bogota D.C.,Indigena,Mujer,entre 0 y 5,SI,,2,1,1,
2019-02-28,25,Cundinamarca,Ninguna,Hombre,entre 18 y 28,NO,13938,18646,10644,9591,15297
2019-02-28,76,Valle del Cauca,Indigena,Hombre,entre 12 y 17,SI,4,10,8,8,7
2019-02-28,19,Cauca,Palenquero,Mujer,entre 0 y 5,NO,2,1,2,,4
2019-02-28,25,Cundinamarca,Gitano(a) ROM,Mujer,entre 12 y 17,SI,1,,,,1
2019-02-28,97,Vaupes,Indigena,Mujer,entre 29 y 60,NO,605,399,213,200,832
2019-02-28,25,Cundinamarca,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,NO,201,1074,712,670,245
2019-02-28,73,Tolima,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,12,9,5,5,19
2019-02-28,99,Vichada,Indigena,Hombre,entre 12 y 17,SI,3,,,,3
2019-02-28,41,Huila,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,SI,2,2,1,1,2
2019-02-28,18,Caqueta,Indigena,Hombre,entre 29 y 60,SI,62,37,36,35,102
2019-02-28,76,Valle del Cauca,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,12053,12835,10004,9545,14525
2019-02-28,5,Antioquia,Palenquero,Mujer,entre 18 y 28,NO,5,7,3,2,7
2019-02-28,88,Archip.De San Andres Providencia y Santa Catalina,Palenquero,Hombre,entre 12 y 17,NO,,,1,,
2019-02-28,18,Caqueta,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,264,161,90,85,323
2019-02-28,63,Quindio,Ninguna,Mujer,entre 18 y 28,SI,57,117,68,64,74
2019-02-28,47,Magdalena,Gitano(a) ROM,Hombre,entre 29 y 60,SI,6,5,2,2,7
2019-02-28,18,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,114,87,74,73,134
2019-02-28,63,Quindio,Negro(a) o Afrocolombiano(a),LGBTI,entre 29 y 60,NO,1,2,1,1,2
2019-02-28,25,Cundinamarca,Indigena,Hombre,ND,SI,1,,,,1
2019-02-28,68,Santander,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,13,15,20,17,18
2019-02-28,99,Vichada,Ninguna,Hombre,entre 12 y 17,SI,34,1,3,3,37
2019-02-28,63,Quindio,Ninguna,Mujer,ND,NO,115,373,11,8,125
2019-02-28,23,Cordoba,Ninguna,Mujer,entre 12 y 17,SI,289,232,214,193,331
2019-02-28,70,Sucre,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,NO,8,9,11,11,8
2019-02-28,11,Bogota D.C.,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,NO,97,9858,3038,2934,121
2019-02-28,85,Casanare,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,39,42,51,48,41
2019-02-28,76,Valle del Cauca,Palenquero,Hombre,entre 6 y 11,NO,101,108,67,50,116
2019-02-28,97,Vaupes,Ninguna,LGBTI,entre 61 y 100,NO,1,1,1,1,4
2019-02-28,95,Guaviare,Palenquero,Hombre,entre 6 y 11,NO,1,1,,,1
2019-02-28,86,Putumayo,Indigena,Hombre,entre 61 y 100,SI,106,91,72,66,153
2019-02-28,99,Vichada,Ninguna,Hombre,entre 6 y 11,NO,1617,429,351,326,1692
2019-02-28,18,Caqueta,Ninguna,LGBTI,entre 61 y 100,SI,2,1,1,1,11
2019-02-28,97,Vaupes,Ninguna,Hombre,entre 12 y 17,NO,499,348,194,128,612
2019-02-28,52,Nariño,Raizal del Archipielago de San Andres y Providencia,Mujer,ND,NO,3,2,,,3
2019-02-28,20,Cesar,Indigena,Hombre,entre 29 y 60,SI,93,108,84,81,131
2019-02-28,13,Bolivar,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,2398,2643,2011,1836,3091
2019-02-28,68,Santander,Ninguna,Mujer,entre 61 y 100,NO,9540,10764,8344,7450,11687
2019-02-28,54,Norte De Santander,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,79,79,64,62,108
2019-02-28,17,Caldas,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,28,25,25,22,41
2019-02-28,18,Caqueta,Indigena,Mujer,entre 61 y 100,NO,202,122,103,95,262
2019-02-28,19,Cauca,Gitano(a) ROM,Mujer,entre 61 y 100,NO,24,13,9,9,34
2019-02-28,25,Cundinamarca,Ninguna,Mujer,entre 18 y 28,NO,13314,18322,11880,10852,14648
2019-02-28,8,Atlantico,Palenquero,Hombre,entre 29 y 60,SI,,1,1,1,
2019-02-28,86,Putumayo,Gitano(a) ROM,Mujer,entre 6 y 11,NO,27,32,24,24,28
2019-02-28,27,Choco,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,31,31,22,22,40
2019-02-28,70,Sucre,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,31,38,24,17,43
2019-02-28,19,Cauca,Negro(a) o Afrocolombiano(a),Mujer,ND,SI,16,7,,,17
2019-02-28,70,Sucre,Ninguna,Hombre,entre 12 y 17,SI,235,291,233,214,253
2019-02-28,19,Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,NO,40,38,30,26,54
2019-02-28,8,Atlantico,Gitano(a) ROM,Hombre,entre 12 y 17,NO,13,24,22,22,13
2019-02-28,63,Quindio,Ninguna,Hombre,entre 6 y 11,SI,12,59,29,26,14
2019-02-28,23,Cordoba,Ninguna,Mujer,entre 18 y 28,SI,497,434,352,318,584
2019-02-28,18,Caqueta,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,13,9,7,7,16
2019-02-28,8,Atlantico,Gitano(a) ROM,Mujer,entre 12 y 17,NO,12,19,24,23,13
2019-02-28,19,Cauca,Indigena,Mujer,entre 0 y 5,NO,672,611,221,159,1052
2019-02-28,19,Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,230,174,130,116,366
2019-02-28,25,Cundinamarca,Indigena,Hombre,entre 0 y 5,NO,3,12,9,9,3
2019-02-28,68,Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,NO,22,27,22,21,26
2019-02-28,73,Tolima,Ninguna,LGBTI,entre 12 y 17,NO,9,6,4,3,12
2019-02-28,70,Sucre,Indigena,Mujer,entre 61 y 100,SI,34,49,40,39,40
2019-02-28,27,Choco,Indigena,Mujer,entre 61 y 100,NO,720,573,287,280,1155
2019-02-28,47,Magdalena,Ninguna,Mujer,entre 18 y 28,SI,612,523,372,338,771
2019-02-28,91,Amazonas,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,2,2,,,2
2019-02-28,52,Nariño,Ninguna,Hombre,entre 61 y 100,NO,12086,11480,8055,7296,15551
2019-02-28,18,Caqueta,Ninguna,Hombre,entre 29 y 60,NO,54088,35908,24345,22726,69325
2019-02-28,73,Tolima,Indigena,Hombre,entre 29 y 60,SI,62,22,31,28,96
2019-02-28,97,Vaupes,Indigena,Mujer,entre 61 y 100,SI,11,8,5,5,21
2019-02-28,5,Antioquia,Indigena,Hombre,entre 0 y 5,NO,166,230,76,65,186
2019-02-28,44,La Guajira,Ninguna,Mujer,entre 29 y 60,SI,867,895,831,774,1122
2019-02-28,85,Casanare,Indigena,Hombre,entre 29 y 60,SI,8,7,4,3,9
2019-02-28,27,Choco,Negro(a) o Afrocolombiano(a),Hombre,ND,NO,1457,1184,88,80,1807
2019-02-28,18,Caqueta,Ninguna,Hombre,ND,SI,30,24,1,1,34
2019-02-28,5,Antioquia,Palenquero,Mujer,ND,NO,1,,,,1
2019-02-28,95,Guaviare,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,30,16,12,8,43
2019-02-28,25,Cundinamarca,Indigena,Mujer,entre 12 y 17,NO,31,140,71,70,32
2019-02-28,85,Casanare,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,162,175,230,221,238
2019-02-28,95,Guaviare,Indigena,Hombre,entre 18 y 28,NO,373,305,165,159,454
2019-02-28,25,Cundinamarca,Ninguna,Mujer,entre 12 y 17,SI,83,112,78,64,100
2019-02-28,8,Atlantico,Indigena,Hombre,entre 61 y 100,NO,9,63,32,28,10
2019-02-28,15,Boyaca,Ninguna,Hombre,ND,SI,5,8,1,,8
2019-02-28,81,Arauca,Indigena,LGBTI,entre 29 y 60,NO,1,1,,,1
2019-02-28,20,Cesar,Indigena,Mujer,entre 6 y 11,NO,237,298,219,196,255
2019-02-28,27,Choco,Indigena,Hombre,entre 12 y 17,SI,35,33,8,8,63
2019-02-28,5,Antioquia,Gitano(a) ROM,Mujer,entre 6 y 11,NO,90,89,92,87,101
2019-02-28,47,Magdalena,Indigena,Hombre,entre 0 y 5,NO,4,8,4,4,4
2019-02-28,52,Nariño,Gitano(a) ROM,Hombre,entre 18 y 28,SI,3,2,2,2,5
2019-02-28,25,Cundinamarca,Ninguna,Mujer,entre 0 y 5,NO,2824,4981,3767,3383,2885
2019-02-28,17,Caldas,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,192,164,136,126,220
2019-02-28,5,Antioquia,Indigena,Hombre,entre 61 y 100,SI,66,63,48,43,89
2019-02-28,50,Meta,Negro(a) o Afrocolombiano(a),Mujer,ND,NO,22,22,,,22
2019-02-28,41,Huila,Ninguna,LGBTI,entre 6 y 11,NO,6,7,6,5,7
2019-02-28,63,Quindio,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 18 y 28,SI,,2,1,1,
2019-02-28,86,Putumayo,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,SI,,,1,1,
2019-02-28,95,Guaviare,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,14,9,7,7,27
2019-02-28,95,Guaviare,Indigena,Hombre,entre 18 y 28,SI,13,8,7,6,17
2019-02-28,15,Boyaca,Ninguna,Mujer,entre 6 y 11,NO,1731,1850,1717,1509,1874
2019-02-28,76,Valle del Cauca,Palenquero,Mujer,entre 12 y 17,NO,96,103,64,39,104
2019-02-28,23,Cordoba,Ninguna,LGBTI,entre 6 y 11,NO,18,19,20,18,21
2019-02-28,13,Bolivar,Palenquero,Hombre,entre 18 y 28,SI,1,1,1,,1
2019-02-28,15,Boyaca,Indigena,Hombre,entre 61 y 100,NO,9,11,4,4,12
2019-02-28,20,Cesar,Gitano(a) ROM,Hombre,ND,NO,2,2,,,2
2019-02-28,20,Cesar,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,72,89,76,49,83
2019-02-28,63,Quindio,Ninguna,LGBTI,entre 6 y 11,NO,,,2,2,
2019-02-28,20,Cesar,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,3976,3211,3378,3094,4894
2019-02-28,81,Arauca,Ninguna,Hombre,entre 6 y 11,NO,7750,5513,5167,4900,8499
2019-02-28,8,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,111,424,393,362,117
2019-02-28,52,Nariño,Palenquero,Hombre,ND,NO,1,,,,1
2019-02-28,5,Antioquia,Palenquero,Hombre,entre 29 y 60,SI,1,,,,1
2019-02-28,73,Tolima,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,SI,7,8,3,3,8
2019-02-28,13,Bolivar,Ninguna,Hombre,entre 0 y 5,SI,44,37,34,29,50
2019-02-28,27,Choco,Ninguna,LGBTI,ND,NO,1,,,,1
2019-02-28,68,Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,SI,3,5,4,4,3
2019-02-28,41,Huila,Gitano(a) ROM,Mujer,entre 18 y 28,SI,6,5,4,4,7
2019-02-28,13,Bolivar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 18 y 28,SI,1,1,1,1,1
2019-02-28,8,Atlantico,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,6,15,19,14,7
2019-02-28,85,Casanare,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,,3,2,2,
2019-02-28,5,Antioquia,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,243,237,202,184,321
2019-02-28,27,Choco,Palenquero,Mujer,entre 61 y 100,SI,1,,,,3
2019-02-28,70,Sucre,Ninguna,Hombre,ND,NO,4544,6732,57,36,4643
2019-02-28,50,Meta,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,NO,1147,1350,1263,1216,1512
2019-02-28,63,Quindio,Indigena,Mujer,entre 0 y 5,NO,,24,7,7,
2019-02-28,99,Vichada,Ninguna,Hombre,entre 18 y 28,SI,53,13,8,8,67
2019-02-28,20,Cesar,Negro(a) o Afrocolombiano(a),Hombre,entre 12 y 17,NO,1207,968,970,852,1299
2019-02-28,85,Casanare,Indigena,Mujer,entre 61 y 100,SI,5,5,4,4,9
2019-02-28,76,Valle del Cauca,Ninguna,LGBTI,entre 29 y 60,NO,95,78,74,66,159
2019-02-28,66,Risaralda,Palenquero,Hombre,entre 12 y 17,NO,,,1,1,
2019-02-28,52,Nariño,Ninguna,Hombre,ND,SI,44,38,11,7,56
2019-02-28,18,Caqueta,Ninguna,Mujer,entre 18 y 28,NO,37793,25247,17960,17408,46343
2019-02-28,97,Vaupes,Negro(a) o Afrocolombiano(a),Mujer,entre 6 y 11,NO,6,7,5,5,7
2019-02-28,5,Antioquia,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,893,954,833,776,1281
2019-02-28,73,Tolima,Indigena,Hombre,entre 0 y 5,SI,1,1,,,1
2019-02-28,20,Cesar,Indigena,Mujer,entre 61 y 100,NO,498,575,461,440,634
2019-02-28,13,Bolivar,Indigena,Mujer,entre 29 y 60,NO,905,757,602,589,1101
2019-02-28,47,Magdalena,Palenquero,Mujer,entre 0 y 5,NO,1,1,1,,1
2019-02-28,41,Huila,Gitano(a) ROM,Mujer,entre 6 y 11,NO,31,41,29,29,36
2019-02-28,47,Magdalena,Gitano(a) ROM,Mujer,entre 61 y 100,NO,35,14,15,14,43
2019-02-28,73,Tolima,Gitano(a) ROM,Mujer,entre 18 y 28,SI,10,10,7,7,12
2019-02-28,52,Nariño,Indigena,Mujer,entre 61 y 100,NO,781,817,617,578,1193
2019-02-28,15,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,ND,NO,2,2,1,,3
2019-02-28,52,Nariño,Ninguna,Mujer,entre 29 y 60,SI,2968,2869,2522,2375,4765
2019-02-28,52,Nariño,Indigena,Mujer,entre 12 y 17,SI,43,46,32,30,57
2019-02-28,95,Guaviare,Negro(a) o Afrocolombiano(a),Hombre,entre 61 y 100,NO,106,46,40,39,131
2019-02-28,11,Bogota D.C.,Ninguna,LGBTI,ND,NO,,1,1,,
2019-02-28,95,Guaviare,Ninguna,Mujer,entre 0 y 5,NO,2120,934,690,636,2190
2019-02-28,86,Putumayo,Ninguna,LGBTI,entre 18 y 28,NO,25,15,16,15,54
2019-02-28,20,Cesar,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 0 y 5,NO,2,1,1,1,2
2019-02-28,8,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,5,21,11,11,6
2019-02-28,81,Arauca,Ninguna,LGBTI,entre 0 y 5,NO,,1,1,1,
2019-02-28,73,Tolima,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 29 y 60,NO,74,32,36,31,91
2019-02-28,5,Antioquia,Negro(a) o Afrocolombiano(a),Mujer,ND,NO,472,354,17,16,539
2019-02-28,47,Magdalena,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,SI,1,2,1,1,1
2019-02-28,19,Cauca,Ninguna,LGBTI,ND,NO,2,2,1,1,2
2019-02-28,70,Sucre,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,91,75,65,45,95
2019-02-28,50,Meta,Ninguna,Mujer,ND,SI,21,26,5,4,24
2019-02-28,47,Magdalena,Negro(a) o Afrocolombiano(a),Mujer,ND,SI,10,8,,,11
2019-02-28,97,Vaupes,Indigena,Mujer,entre 18 y 28,NO,443,302,134,127,530
2019-02-28,44,La Guajira,Indigena,Mujer,entre 18 y 28,NO,1292,1236,761,723,1446
2019-02-28,68,Santander,Ninguna,LGBTI,entre 6 y 11,NO,1,4,3,2,1
2019-02-28,85,Casanare,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 61 y 100,NO,5,3,1,1,8
2019-02-28,8,Atlantico,Negro(a) o Afrocolombiano(a),Mujer,entre 18 y 28,SI,6,17,15,15,10
2019-02-28,76,Valle del Cauca,Indigena,Hombre,ND,NO,30,43,3,3,34
2019-02-28,18,Caqueta,Ninguna,Hombre,ND,NO,3533,2728,88,24,3710
2019-02-28,70,Sucre,Gitano(a) ROM,Hombre,entre 18 y 28,NO,55,32,29,26,62
2019-02-28,27,Choco,Palenquero,Mujer,entre 29 y 60,NO,14,3,3,3,16
2019-02-28,27,Choco,Negro(a) o Afrocolombiano(a),LGBTI,ND,SI,1,1,,,1
2019-02-28,47,Magdalena,Ninguna,Hombre,entre 6 y 11,NO,24959,20062,17094,14578,26356
2019-02-28,44,La Guajira,Ninguna,Hombre,entre 61 y 100,NO,6139,6292,4533,3823,7162
2019-02-28,15,Boyaca,Ninguna,Mujer,entre 29 y 60,NO,9104,8639,7150,6452,11494
2019-02-28,86,Putumayo,Indigena,Hombre,ND,SI,2,2,,,5
2019-02-28,81,Arauca,Indigena,Hombre,entre 61 y 100,NO,46,25,19,17,66
2019-02-28,70,Sucre,Indigena,Mujer,entre 12 y 17,NO,300,408,297,290,313
2019-02-28,85,Casanare,Palenquero,Hombre,entre 29 y 60,NO,,1,,,
2019-02-28,17,Caldas,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 12 y 17,NO,9,6,9,9,9
2019-02-28,95,Guaviare,Ninguna,Mujer,entre 6 y 11,SI,38,15,12,12,43
2019-02-28,27,Choco,Ninguna,LGBTI,entre 12 y 17,NO,6,3,2,2,10
2019-02-28,50,Meta,Indigena,Mujer,entre 0 y 5,NO,17,23,11,8,20
2019-02-28,86,Putumayo,Ninguna,LGBTI,entre 29 y 60,SI,8,3,1,1,19
2019-02-28,5,Antioquia,Indigena,Mujer,entre 0 y 5,SI,1,1,,,2
2019-02-28,76,Valle del Cauca,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,NO,23,23,20,20,40
2019-02-28,81,Arauca,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,144,147,110,104,204
2019-02-28,13,Bolivar,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,353,359,293,278,525
2019-02-28,15,Boyaca,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,NO,59,56,63,63,64
2019-02-28,19,Cauca,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 61 y 100,NO,57,47,39,39,108
2019-02-28,52,Nariño,Ninguna,Mujer,entre 18 y 28,NO,31609,29847,20223,18810,37551
2019-02-28,23,Cordoba,Indigena,Mujer,entre 12 y 17,SI,10,7,9,9,11
2019-02-28,19,Cauca,Negro(a) o Afrocolombiano(a),Hombre,entre 18 y 28,SI,173,114,72,68,275
2019-02-28,8,Atlantico,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 6 y 11,NO,,3,2,2,
2019-02-28,68,Santander,Gitano(a) ROM,Hombre,entre 0 y 5,NO,1,,,,1
2019-02-28,94,Guainia,Indigena,Mujer,entre 29 y 60,SI,7,20,12,11,10
2019-02-28,85,Casanare,Gitano(a) ROM,Mujer,entre 29 y 60,SI,1,,1,1,1
2019-02-28,25,Cundinamarca,Negro(a) o Afrocolombiano(a),Mujer,entre 0 y 5,NO,6,116,22,18,7
2019-02-28,52,Nariño,Indigena,Hombre,ND,NO,260,252,2,2,270
2019-02-28,54,Norte De Santander,Indigena,Mujer,entre 6 y 11,NO,17,18,5,3,17
2019-02-28,66,Risaralda,Ninguna,Mujer,entre 29 y 60,SI,469,780,694,655,693
2019-02-28,52,Nariño,Negro(a) o Afrocolombiano(a),Hombre,entre 29 y 60,SI,1365,1020,799,761,2422
2019-02-28,8,Atlantico,Indigena,Mujer,entre 12 y 17,SI,,1,,,
2019-02-28,23,Cordoba,Negro(a) o Afrocolombiano(a),Hombre,ND,NO,399,430,2,1,412
2019-02-28,19,Cauca,Negro(a) o Afrocolombiano(a),LGBTI,entre 18 y 28,NO,5,6,5,5,7
2019-02-28,5,Antioquia,Indigena,Hombre,entre 29 y 60,SI,123,117,100,98,185
2019-02-28,8,Atlantico,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,9,23,24,14,10
2019-02-28,15,Boyaca,Negro(a) o Afrocolombiano(a),Mujer,entre 12 y 17,NO,37,30,33,32,39
2019-02-28,81,Arauca,Palenquero,Hombre,entre 12 y 17,NO,1,,,,1
2019-02-28,73,Tolima,Negro(a) o Afrocolombiano(a),Mujer,entre 29 y 60,SI,43,31,32,30,57
2019-02-28,5,Antioquia,Negro(a) o Afrocolombiano(a),LGBTI,entre 0 y 5,NO,2,4,3,3,3
2019-02-28,73,Tolima,Gitano(a) ROM,Hombre,entre 6 y 11,SI,2,2,,,2
2019-02-28,5,Antioquia,Indigena,Mujer,entre 61 y 100,NO,620,594,438,413,849
2019-02-28,47,Magdalena,Gitano(a) ROM,Mujer,ND,NO,1,2,,,1
2019-02-28,25,Cundinamarca,Negro(a) o Afrocolombiano(a),Mujer,ND,SI,,5,,,
2019-02-28,17,Caldas,Indigena,Mujer,entre 6 y 11,NO,55,61,21,18,61
2019-02-28,47,Magdalena,Ninguna,Hombre,entre 18 y 28,SI,748,638,437,380,873
2019-02-28,8,Atlantico,Ninguna,Mujer,entre 6 y 11,SI,17,86,66,57,21
2019-02-28,50,Meta,Ninguna,Hombre,entre 18 y 28,SI,598,609,470,428,812
2019-02-28,97,Vaupes,Raizal del Archipielago de San Andres y Providencia,Mujer,entre 29 y 60,NO,1,,,,1
2019-02-28,19,Cauca,Indigena,Hombre,entre 29 y 60,NO,7909,6855,3789,3486,13538
2019-02-28,63,Quindio,Negro(a) o Afrocolombiano(a),Hombre,entre 0 y 5,NO,2,20,13,11,2
2019-02-28,13,Bolivar,Ninguna,LGBTI,entre 12 y 17,NO,16,15,13,12,16
2019-02-28,68,Santander,Raizal del Archipielago de San Andres y Providencia,Hombre,entre 12 y 17,SI,1,2,2,1,1
2019-02-28,41,Huila,Indigena,Hombre,entre 29 y 60,SI,27,47,30,30,50
2019-02-28,44,La Guajira,Ninguna,Mujer,entre 0 y 5,SI,11,14,10,9,12
2019-02-28,23,Cordoba,Ninguna,LGBTI,entre 29 y 60,NO,84,70,63,55,126
2019-02-28,76,Valle del Cauca,Ninguna,LGBTI,entre 6 y 11,SI,,1,,,
2019-02-28,73,Tolima,Indigena,Hombre,entre 18 y 28,SI,28,10,5,5,33
2019-02-28,15,Boyaca,Negro(a) o Afrocolombiano(a),Hombre,entre 6 y 11,SI,1,,,,1
2019-02-28,47,Magdalena,Indigena,Mujer,entre 29 y 60,NO,789,467,350,331,940
